Respondent_ID,Q1_Age,Q2_Gender,Q3_Education,Q4_Employment,Q5_FamilyFinance,Q6_HomeLocation,Q7_FamilyHistory,Q8.1_Stress,Q8.2_PeerPressure,Q8.3_Normality,Q8.4_ExploreIdentity,Q8.5_HomeProblem,Q8.6_ConfidentToSayNo,Q9_Beliefs,Q10_MoralFailing,Q11_Penalties,Q12_FirstTimeMotivation,Q13_SocialAttitude,Q14_EverUsed,Q15_FirstUseAge,Q16_WeeklySpend,Q17_Cannabis,Q17_Cocaine,Q17_Ecstasy,Q17_Heroin,Q17_Meth,Q17_Prescription,Q17_Psychedelics,Q18_Frequency,Q19_Setting,Q20_InterestInHelp,Q21.1_SchoolEd,Q21.2_ParentalGuide,Q21.3_Commu,Q21.4_PublicCamp,Q21.5_MentalHealth
33.6795778604138,17.7589691837698,Male,2,Unemployed,"Met basic needs, but with some difficulty",A rural area,Yes,2.05401231886335,4.19895242137975,2.2097828556955,3.52386555977745,2.44529398898272,3.69716393524659,2.07752592411865,2.29495312617773,2.12010880389544,To relieve stress or anxiety,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,16.0378895129979,34.3169432743109,Yes,No,No,No,Yes,No,Yes,1-3 times a month,At a friend's house,"Yes, considering",4.66644617606515,4.93602750854956,4.57277849358334,4.85080308732865,4.88192202081026
921.558193745421,17.9787846085827,Male,2,Student,Struggled to meet basic needs,A suburb of a large city,Yes,4.01821116142877,3.45457093990304,3.56688830460883,2.48599348951452,3.92637788760181,2.25642335042914,1.95831943948957,1.36766770527349,1.99403443811614,To seek a 'high' or plessure,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,15.96710629758,16.5752664815819,Yes,No,No,No,No,No,No,Several times a week,"Outdoors (e.g., park, street)","Yes, actively",2.1572084911466,2.75800580624007,3.43430126359217,3.23786149496016,4.06242582330393
1574.4789485971,18.1005221423369,Male,1,Employed part-time,Struggled to meet basic needs,A large city,No,4.30336042709733,4.70295085357826,4.59601627323566,3.88171588260714,4.34067160611262,1.37590432913686,1.68117626789544,1.32904599707595,1.71364517454134,To relieve stress or anxiety,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,15.4049861582203,40.3040924075054,No,No,Yes,No,No,No,No,Daily,At home alone,"Yes, actively",2.72646978786002,4.46714909549368,1.77631838427756,3.28457802414933,3.87520096559761
1548.06795841987,18.1675485574974,Female,1,Student,"Comfortable, able to meet most needs",A large city,Yes,3.77652792997715,3.11224784471257,2.07399875769503,3.640089892477,2.57458692315092,1.94185664331359,2.92586232079664,1.60138726944221,3.75264664118674,To relieve stress or anxiety,"Mixed or polarized (e.g., some are for it, others are strongly against it)",Yes,16.941332386743,47.6307490385319,Yes,No,No,No,No,No,No,Several times a week,"Outdoors (e.g., park, street)","Yes, actively",1.02361375142692,1.50828212011118,1.13493884188445,1.63748733979269,2.09683745296672
1049.48983922662,18.2094062162185,Male,2,Employed part-time,Struggled to meet basic needs,A large city,No,4.50658901806894,3.69439791413778,3.6689940483585,3.62513958417515,4.27385139217935,1.64640912491562,1.73420133745664,1.27298915170164,1.12607832097751,Curiosity,"Negative and stigmatized (e.g., seen as dangerous or a moral failing)",Yes,15.9172765440927,41.5789286242105,Yes,No,No,No,No,No,No,Several times a week,At a friend's house,"Yes, considering",2.96680472854769,4.10540061915365,1.44562265870738,4.35697495046329,3.47370821256154
1561.45462729721,18.215161237097,Female,2,Unemployed,Struggled to meet basic needs,A rural area,No,4.08381289301299,3.96939007686182,3.87310073908614,2.17002676820682,4.08788751862228,1.85981719679016,1.80796127979354,1.75474375493794,1.48931294207054,To seek a 'high' or plessure,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,16.5570026792859,17.7572094172622,Yes,No,No,No,No,No,No,Several times a week,At a friend's house,"Yes, considering",2.31630984264423,1.77174788147597,2.9888008481842,3.73207803237611,3.77986308909172
1773.67535529242,18.2871061355176,Male,1,Student,"Met basic needs, but with some difficulty",A large city,Yes,3.97300236451442,2.0424509587073,1.76795447938327,2.24413835480368,4.30239885953395,2.91258690208438,2.4627736055882,1.7131050483997,1.78792542114272,To fit in with friends,"Mixed or polarized (e.g., some are for it, others are strongly against it)",Yes,16.0672867608169,12.8080285200074,Yes,No,No,No,No,Yes,No,Several times a week,At a party or social gathering,"Yes, actively",1.09145390487931,1.00193040866431,1.08633912810581,1.19175747333389,1.24187882609152
1380.53806084882,18.295746530736,Male,1,Unemployed,"Met basic needs, but with some difficulty",A rural area,Yes,4.26961201050201,4.1004173298605,4.33844825614451,2.98998968645787,3.50056509490665,1.46162064086547,1.98566985383841,1.53992504686791,1.86369762177364,To relieve stress or anxiety,"Negative and stigmatized (e.g., seen as dangerous or a moral failing)",Yes,16.7798321517305,28.3740367008512,Yes,No,Yes,No,No,No,No,1-3 times a month,At a party or social gathering,Not sure,2.8375178701224,3.36814944673817,3.12306407738535,3.47017807871506,3.27308471821552
416.04118034481,18.3785094041783,Male,1,Student,"Met basic needs, but with some difficulty",A town,No,2.64596260723618,3.89330983473847,4.09442057833888,3.09707276017601,1.9285695896082,2.93222603439252,2.44068444036518,1.84255920417823,1.92199705163385,To escape problems,"Mixed or polarized (e.g., some are for it, others are strongly against it)",Yes,15.9058432115321,43.7843729543063,Yes,No,No,No,No,No,No,Once a week,"Outdoors (e.g., park, street)","Yes, considering",2.82150177803232,2.9456645835927,3.89584148838181,3.96030191603294,4.38136739064031
848.980978540677,18.392881416363,Female,1,Self-employed,"Met basic needs, but with some difficulty",A suburb of a large city,Yes,3.93201320383246,4.58656689644741,4.06144728940839,3.64503579111801,3.89527729053477,1.51355149509701,1.56918535750584,1.84026272747129,1.8152496829436,To escape problems,Private and not openly discussed,Yes,15.9551221082196,28.2738541618401,No,No,No,No,No,No,No,Several times a week,At a friend's house,"Yes, considering",2.98878039521821,3.27917888037123,2.94038002327222,4.40973833563366,4.05820739018382
1825.16179053901,18.4005240627492,Female,1,Student,"Met basic needs, but with some difficulty",A large city,Yes,3.49676138923037,4.90077081301925,4.64751122920774,2.54905031509581,3.45928013687482,1.30793636403996,1.77048510887184,2.49812103792111,3.08193865278872,To escape problems,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,16.0608759047523,12.6048138697582,Yes,No,No,No,No,No,No,Several times a week,At home alone,"Yes, actively",2.37283522691696,3.35144611513118,3.77298256363058,3.25206035640989,4.03621274532062
1541.5304933405,18.4036367300366,Male,1,Student,"Met basic needs, but with some difficulty",A suburb of a large city,No,3.97131267123392,4.62230071282308,4.64547884938087,3.48281513489325,3.06626652204371,1.17743762998676,1.70548296487311,1.52964411017861,2.32691133972796,To seek a 'high' or plessure,"Mixed or polarized (e.g., some are for it, others are strongly against it)",Yes,16.2577428970025,31.8318193674885,Yes,No,Yes,Yes,No,No,No,Several times a week,At a party or social gathering,"Yes, considering",1.92095028752798,4.24429232568615,2.8245250855093,4.313989431965,4.07425406125323
1648.87090314414,18.4125319401506,Male,2,Employed full-time,"Comfortable, able to meet most needs",A rural area,No,1.24818886618516,4.95652393540744,4.46036185751851,2.69415478172078,1.2928048162424,1.85617229886903,1.93990147932127,4.62898753363497,4.09663823152194,To relieve stress or anxiety,"Negative and stigmatized (e.g., seen as dangerous or a moral failing)",Yes,16.534339789161,18.1690316608688,Yes,No,No,No,No,No,No,Several times a week,At a party or social gathering,Not sure,2.01293996905064,1.8860377260503,4.0671702945286,4.08100760846796,4.41960807423965
141.365560567002,18.4239537491649,Male,2,Unemployed,Struggled to meet basic needs,A town,No,2.35865298969654,4.05765087796005,3.63746645025008,3.23916941387847,3.08125123915535,2.82435519240354,2.20025893012505,1.7824944883671,1.9994411657529,To fit in with friends,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,15.851607569274,32.2172509359891,Yes,No,No,No,No,No,Yes,Once a week,At home alone,"Yes, considering",4.45727556665114,4.95709958088963,4.54462147942728,4.59065765161702,4.86172715629332
495.582872162033,18.4267554519206,Female,2,Unemployed,Struggled to meet basic needs,A town,No,4.24523058942901,3.51707637178889,3.30478182775409,3.73856432935696,4.64000538735301,2.46564814204083,1.78572842724623,1.29718585496886,1.33264502105262,Curiosity,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,16.1230118139141,70.3463480597005,Yes,No,No,No,No,No,No,Several times a week,At home alone,"Yes, actively",4.16809983288562,4.46694653413414,2.7284193969863,4.24866867277221,4.61281177821334
1848.08980768177,18.4430073700004,Female,3,Unemployed,"Comfortable, able to meet most needs",A suburb of a large city,Yes,2.91235522537967,3.46606611625709,2.66200118131436,2.58801535315583,2.2097041523048,2.05346182095455,2.72692827897037,2.02483775058332,3.00984347719479,Curiosity,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,17.1806106749174,19.697477973058,Yes,No,No,No,No,No,No,Less than once a month,At a friend's house,Not sure,1.76396826407996,1.52746192338967,1.8292932872506,2.80617225853847,2.40680896196702
1907.66077750698,18.5223727037524,Female,3,Unemployed,"Comfortable, able to meet most needs",A suburb of a large city,Yes,2.37727998728179,4.64966210835821,2.69620224887439,2.5600566665345,2.22226025180133,2.20192446457467,2.63683489666635,3.45582713167202,3.73548381911761,To cope with boredom,"Mixed or polarized (e.g., some are for it, others are strongly against it)",Yes,16.2427567809453,12.7973118501897,Yes,No,No,No,No,No,No,Once a week,At home alone,"Yes, actively",1.38900915283956,1.11500486123564,2.1226191427052,2.56389469722777,3.18605422881545
959.729823241201,18.5515082533861,Female,2,Employed part-time,"Met basic needs, but with some difficulty",A rural area,Yes,2.07880128213182,3.49682664967583,3.27908020695451,3.34271138223781,1.88872217342046,2.64929925981122,2.1188599340096,2.13163220240496,2.52250795529539,Curiosity,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,16.1411000908118,36.9907937212144,Yes,No,No,No,No,No,No,Several times a week,At home alone,Not sure,1.56592669692662,1.90039740486977,2.15877712955703,3.89595852809814,3.74982328388062
397.706463623978,18.6759643032294,Male,2,Employed full-time,"Met basic needs, but with some difficulty",A suburb of a large city,Yes,2.63239351731275,4.90335972105429,4.27166116897261,2.51523408242349,1.54511831270927,1.19333600886117,2.24751835112857,4.01250039599048,3.74988738028843,To relieve stress or anxiety,Private and not openly discussed,Yes,17.9366303070737,21.8717933295498,Yes,No,No,No,No,No,No,Several times a week,"Outdoors (e.g., park, street)",Not sure,2.29781977592748,3.49308056817431,3.21938513017218,4.22883146939001,4.41019539907781
1762.75198077445,18.7652767556104,Female,2,Unemployed,Struggled to meet basic needs,A town,Yes,4.14808262888154,2.98177961369764,3.7347065477277,3.25554178387655,4.32423224764714,2.70743534384509,1.45522577668982,1.36425969210483,1.16298317384762,To relieve stress or anxiety,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,16.0434381588063,43.606110643005,Yes,No,Yes,No,No,No,No,Daily,At a friend's house,"Yes, considering",1.82789125033875,1.16891833500218,1.53720891671381,3.43079267166358,2.85041006294841
1359.20181327513,18.7852915365477,Female,2,Employed part-time,"Comfortable, able to meet most needs",A large city,No,2.14263828830069,3.11344194869048,1.99767490992259,3.2409208540848,2.61056351581474,3.76422075577489,2.32889374934604,2.34681907779096,2.6323249100598,To fit in with friends,Private and not openly discussed,Yes,16.3700412306442,33.7781681945955,Yes,No,No,No,No,No,No,Once a week,"Outdoors (e.g., park, street)","Yes, considering",2.04393299037482,2.21623187691858,2.24028072036575,3.00753267725236,3.54502358295363
290.540251342015,18.7913348536601,Female,1,Student,"Met basic needs, but with some difficulty",A large city,No,4.59052760646401,4.49806299910848,4.66321429601172,3.63991516112076,4.15576430609418,1.51363143507355,1.44080013205752,1.40400597949286,1.63342802273275,To relieve stress or anxiety,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,15.9165330177609,42.7294430020543,Yes,No,No,No,No,Yes,No,Several times a week,At a friend's house,"Yes, actively",3.87445120423842,4.84649447402052,2.55123651120726,3.36082667685767,4.08980993176347
1185.00862344802,18.8096878627019,Female,1,Unemployed,"Met basic needs, but with some difficulty",A large city,Yes,3.04843385285025,4.45904078065064,4.19820208363623,3.41928171642996,4.1444545503271,2.16496745824075,1.53496246491639,2.03532159232467,2.59900002951551,To escape problems,"Negative and stigmatized (e.g., seen as dangerous or a moral failing)",Yes,16.0239811646294,28.9460920914993,Yes,No,Yes,No,No,No,No,Daily,At home alone,"Yes, considering",3.13288545258833,3.73975996604882,4.32639851974987,4.0089679964699,4.56260729388604
1930.22564034619,18.8642524231547,Female,1,Student,"Met basic needs, but with some difficulty",A large city,Yes,4.57686451529186,4.41294534704985,2.76410625078649,3.3700771712155,4.55664456814776,1.90393377431074,1.90573024187194,1.85177054361192,2.58204255871299,Curiosity,Private and not openly discussed,Yes,16.8729818472462,28.5361760898811,No,No,No,No,No,No,No,Daily,At home alone,"Yes, actively",1.53386416988352,1.53939047431592,2.52767633843062,2.29331460881663,2.76202218200647
1317.78579143538,18.8990848969642,Female,3,Employed full-time,"Met basic needs, but with some difficulty",A suburb of a large city,No,1.84252288090272,2.41038107327168,1.43211969197979,2.04259924429232,2.03479869505016,3.97386806978096,3.19422237820268,2.53666314021786,3.18292262227671,To relieve stress or anxiety,Private and not openly discussed,Yes,17.0743935091637,20.3218937542104,Yes,No,Yes,No,No,No,No,1-3 times a month,At a friend's house,"Yes, considering",1.42084661009263,1.63140044357356,2.18151801220998,2.0008985089492,3.10223192459459
1541.17513577609,18.9028934985547,Male,2,Employed part-time,"Met basic needs, but with some difficulty",A town,No,3.25849567934754,3.89851048360049,2.42422934552897,3.46036269704119,2.8650740838147,2.77760295010589,1.82082261607133,2.39339834590693,1.83882242183558,To fit in with friends,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,17.3471872485692,55.0372473103139,Yes,No,No,No,No,Yes,No,Once a week,"Outdoors (e.g., park, street)","Yes, considering",2.07008279040729,2.36169535715905,1.13177575277457,2.40522749573644,2.34622817371584
837.690719497384,18.9636695017098,Male,2,Employed part-time,"Met basic needs, but with some difficulty",A large city,Yes,1.31496791385669,3.75460894733923,2.51631486448062,1.51343028499655,1.75372516706467,3.01443533752614,3.1722046565218,3.95207002156175,3.99697427511959,To fit in with friends,Private and not openly discussed,Yes,17.7916982891662,13.4103780051179,Yes,No,No,No,No,No,No,1-3 times a month,At a friend's house,Not sure,2.73664072376911,1.93459541743799,4.7706254668789,4.07354651621373,4.59351717221274
1390.03072272587,18.974608983951,Male,2,Unemployed,"Met basic needs, but with some difficulty",A rural area,No,3.05202428000171,4.09436775980846,4.06060366767521,3.50186453112236,2.75617974361799,2.10670223349658,2.21161675220011,1.65111070215301,2.2449794185352,Curiosity,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,16.0403751538089,43.1047930574235,Yes,No,No,No,No,No,No,Once a week,At a party or social gathering,"Yes, considering",2.97427941911278,3.86079699864843,3.21824864184214,4.03868688652029,4.15404871563605
1135.869914431,19.0389246693908,Male,1,Unemployed,"Met basic needs, but with some difficulty",A suburb of a large city,Yes,3.97484301331711,3.83226908987779,2.55273957087802,3.6532843318267,3.34734308575038,2.74790241635879,1.82577217433017,1.86565596320226,1.94346172720138,To escape problems,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,16.3685438411432,38.1066310193666,Yes,No,No,No,No,No,No,Several times a week,At a friend's house,"Yes, considering",2.16732080698874,2.45829287493497,2.46671633584367,3.33260494878008,2.47979010128586
1220.65020747492,19.045457375479,Female,1,Employed full-time,"Met basic needs, but with some difficulty",A large city,No,1.80532830180713,3.48510549692653,2.71668309670726,3.81330422280453,2.55696892016061,3.94876436073084,1.80359524965198,2.21426773089623,2.94050631979878,To relieve stress or anxiety,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,16.2473327380805,62.0636395987963,Yes,No,No,No,No,No,No,Once a week,"Outdoors (e.g., park, street)",Not sure,2.63481308903853,4.63089400595248,3.82288054090654,3.64581310800667,4.04007546428463
442.447500099862,19.0507902839916,Female,1,Employed full-time,"Met basic needs, but with some difficulty",A large city,No,3.06436061514942,3.96338790957767,2.35088076083649,3.51926496610916,2.9895754432693,2.28273522734768,1.94706535151119,2.73608044130379,2.10673601464341,Curiosity,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,16.6189702069447,29.5316852713019,Yes,No,No,No,No,No,No,Once a week,"Outdoors (e.g., park, street)",Not sure,2.65632165157475,3.5693464907855,1.98175103059385,3.9602185339288,3.17687097902474
1760.8549449557,19.0507908774908,Female,1,Employed part-time,"Met basic needs, but with some difficulty",A town,No,3.83766537920778,3.62281652734105,4.32513808840784,3.07522858386972,3.79457945140666,2.46860496906196,1.58659892876988,1.47208532300352,1.32551220667452,To relieve stress or anxiety,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,16.3331833481295,36.6848390538762,Yes,No,Yes,No,No,No,No,1-3 times a month,At a party or social gathering,Not sure,3.37420451482297,4.28391423080369,3.19505686105952,3.40777457240485,3.07542913422648
1668.2426034688,19.0668658462737,Male,1,Self-employed,"Met basic needs, but with some difficulty",A large city,No,3.67814134992311,3.73586588888839,3.05148643305802,2.90364426780316,3.78958271720407,1.80721072312839,2.29513380238694,1.84126599426757,2.45600997015649,Curiosity,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,16.5183838605142,18.9536899998274,No,No,No,No,No,No,No,Once a week,"Outdoors (e.g., park, street)","Yes, considering",2.09744862766001,1.79503681852662,2.42494158877474,2.98034009715484,2.77121501283045
1809.30844437193,19.0968648328936,Male,1,Student,"Met basic needs, but with some difficulty",A town,No,3.69940092965451,4.17637235417117,1.78369839022017,3.18223719867774,4.26207788715188,1.72973227870522,2.14497402766526,3.38173214743175,3.06425079814969,Curiosity,Private and not openly discussed,Yes,16.7334808815479,14.1040427260098,No,No,No,No,No,No,No,Several times a week,At a friend's house,"Yes, actively",1.419834203212,1.06945995779761,1.04770316842419,1.34730639119068,1.31389468881893
1489.78780509362,19.1355268906924,Male,2,Unemployed,"Met basic needs, but with some difficulty",A large city,No,3.27447563444101,3.59939448858854,2.40775872458662,2.69770081212178,3.27676448444009,2.31024923796465,1.79194421715454,2.5197640319238,1.84159799012507,To relieve stress or anxiety,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,16.8336085250595,16.4885001475784,Yes,No,No,No,No,No,No,Once a week,At home alone,Not sure,1.82734024573054,1.46571278745673,1.59056504913502,3.24429864470189,2.10737883651202
634.8957380784,19.1916307223691,Female,1,Employed part-time,Struggled to meet basic needs,A suburb of a large city,Yes,4.17611872540218,3.8891751823179,4.00357394417584,3.28455676591356,4.45881518013164,2.05214119939052,1.67417477657037,1.70928505170386,1.31852608817956,To relieve stress or anxiety,"Mixed or polarized (e.g., some are for it, others are strongly against it)",Yes,16.5524855387337,55.5298928513861,Yes,No,No,No,No,No,No,Several times a week,At a friend's house,"Yes, actively",4.3054983369302,4.13042515233683,1.69509583413005,3.22935468207218,3.93732086873839
826.394899747986,19.2592123436586,Male,2,Unemployed,"Met basic needs, but with some difficulty",A suburb of a large city,Yes,1.98646375611475,4.09553829373314,3.17299841883857,3.80175661712627,2.70827100353778,3.33905938397187,2.46475592650472,2.8626485532818,2.28320543156775,Curiosity,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,15.9587163509783,100.780103003253,Yes,No,No,No,No,No,No,Several times a week,At a party or social gathering,"Yes, actively",3.08602091333398,1.7931505398584,1.92891524236426,3.78817302086146,4.49425921539813
751.248865203548,19.2726807014793,Female,2,Unemployed,Struggled to meet basic needs,A large city,No,2.58879510779277,3.77761381209928,3.02582906171943,3.76981489176356,3.38843902823211,3.1728510847811,1.88655194532693,1.99043714082021,1.68410123216474,To fit in with friends,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,16.1460493182879,79.8106466757558,Yes,No,No,No,No,No,No,Several times a week,At a friend's house,"Yes, considering",3.35024530180053,3.68649715738046,1.98391447885564,3.85400963352746,4.25739652496198
1220.89270600735,19.2835692761874,Male,3,Student,Struggled to meet basic needs,A suburb of a large city,No,2.31064617847651,3.66768268749772,4.24292503038816,1.81968610131469,2.09479907243239,1.76547452923385,2.3968351105008,2.64292600818689,1.50268857070021,To seek a 'high' or plessure,"Accepted and normalized (e.g., seen as a recreational or casual activity)",Yes,16.1943184715314,21.5173741903992,Yes,No,No,No,No,No,No,Several times a week,At a party or social gathering,"Yes, considering",1.64362499874242,1.09570403227265,1.17446988529708,3.45958840951553,3.37388477739827
924.17911979697,19.2870369782091,Male,3,Self-employed,Struggled to meet basic needs,A town,No,3.43744068887256,3.32845829265827,4.22111203653631,3.67341990602395,3.84732921301262,3.54887162119356,1.57259711197438,1.19870174421807,1.11405543678961,To escape problems,"Negative and stigmatized (e.g., seen as dangerous or a moral failing)",Yes,15.2684432417521,61.9415044004951,Yes,No,No,No,No,No,No,Daily,At a friend's house,"Yes, actively",2.85813635087574,3.68619685766741,2.86485469579237,4.4894051023913,4.61095709511772
457.787921721083,19.3398369676254,Male,3,Unemployed,Struggled to meet basic needs,A town,No,1.76460772449227,3.69905214196825,3.5438210959631,2.37077271386215,2.28136465249889,3.35006171633868,1.99969761739274,2.580926692711,1.92977151861705,To relieve stress or anxiety,"Negative and stigmatized (e.g., seen as dangerous or a moral failing)",Yes,16.0636141267165,21.5942612406503,Yes,No,No,No,No,No,No,1-3 times a month,At a friend's house,Not sure,3.81509451162554,3.71336071428846,4.19408596351362,4.46264726306751,4.585247449543
259.113289989009,19.3658590454,Female,3,Employed part-time,Struggled to meet basic needs,A suburb of a large city,Yes,2.08207330451217,2.89280894776171,1.90726010945977,3.29570133419255,3.16035531331074,3.684706998419,2.89855651558817,2.12191582029726,2.21330386617788,To escape problems,"Negative and stigmatized (e.g., seen as dangerous or a moral failing)",Yes,16.4658539437703,62.3068176725158,Yes,No,No,No,No,No,No,Once a week,At a friend's house,"Yes, actively",3.6843126259881,3.93327677452838,2.04464131484968,3.74896997308131,4.66370623104114
